SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,Crustal_Thickness
58.41,0.91,17.29,6.25,0.11,4.1,6.74,3.71,2.24,0.23,26.3,55.19,6.91,26.41,5.23,1.195,4.56,0.667,3.63,0.692,2.02,0.296,1.81,0.284,513.38,20.48,70.69,547.11,4.69,8.54,0.565,9.23,45.11
58.84,0.88,17.49,6.13,0.11,3.69,6.46,3.86,2.3,0.23,27.45,57.35,6.87,26.04,4.89,1.17,4.36,0.636,3.54,0.66,1.96,0.3,1.74,0.285,512.66,20.32,77.67,529.56,4.72,8.8,0.56,9.7,45.15
57.54,0.92,17.37,6.54,0.11,4.55,7.01,3.71,2.03,0.22,24.19,50.71,6.33,24.25,4.77,1.183,4.36,0.622,3.53,0.656,1.86,0.277,1.75,0.282,501.38,19.77,65,475.68,4.28,7.97,0.535,8.71,45.19
71.5,0.29,15.93,1.49,0.03,0.53,2.63,4.71,2.79,0.1,22.3,38.8,4.55,15.4,2.59,0.76,1.6,0.19,0.76,0.11,0.26,0.03,0.17,0.02,548,3.12,60.3,596,0.83,2.76,0.24,4.54,45.77
69.77,0.36,15.97,1.74,0.03,0.61,3.61,4.92,2.86,0.13,23.5,41.3,4.89,16.7,2.88,0.84,1.83,0.23,0.94,0.15,0.36,0.04,0.23,0.03,580,4.25,60,598,0.77,3.2,0.26,4.58,45.77
70.21,0.35,16.14,1.7,0.03,0.61,3.14,4.93,2.77,0.13,22.8,39.6,4.64,16,2.71,0.82,1.73,0.21,0.85,0.14,0.34,0.04,0.24,0.03,617,3.98,56.8,601,1.35,3.14,0.25,4.61,45.77
69.73,0.35,15.9,1.71,0.03,0.62,3.86,4.88,2.8,0.13,22.9,40,4.73,16.2,2.71,0.83,1.72,0.21,0.83,0.13,0.33,0.04,0.23,0.03,629,3.83,58.2,595,1.08,3.08,0.25,4.65,45.77
70.45,0.35,16.19,1.76,0.03,0.64,2.77,4.87,2.81,0.13,23.6,41.6,4.86,16.7,2.9,0.85,1.87,0.24,0.98,0.17,0.38,0.05,0.26,0.03,587,4.62,59.9,604,1.01,3.19,0.26,4.91,45.77
70.12,0.34,16.12,1.71,0.03,0.65,3.34,4.8,2.78,0.12,23.1,40.4,4.78,16.2,2.77,0.82,1.73,0.22,0.83,0.13,0.33,0.03,0.21,0.03,604,3.79,57.6,615,0.84,3.14,0.25,4.45,45.77
71.47,0.29,15.93,1.46,0.02,0.37,2.76,4.79,2.82,0.1,22,37.9,4.4,15,2.5,0.74,1.59,0.2,0.77,0.13,0.31,0.04,0.23,0.03,541,3.88,62,605,1.93,2.77,0.24,5.05,46.03
71.03,0.32,15.86,1.55,0.03,0.5,2.8,4.97,2.84,0.11,22.8,40,4.69,15.9,2.7,0.79,1.7,0.21,0.84,0.14,0.32,0.03,0.19,0.03,546,3.81,59.5,586,0.86,2.96,0.25,4.56,46.03
71.12,0.33,16.02,1.59,0.03,0.54,2.63,4.84,2.78,0.11,22.9,39.9,4.67,15.9,2.65,0.81,1.66,0.2,0.81,0.14,0.32,0.04,0.21,0.03,544,3.78,59.2,578,0.66,2.94,0.25,4.38,46.03
67.34,0.45,16.7,2.32,0.05,1.07,2.96,5.75,3.12,0.24,61.7,101,10.5,33.7,4.6,1.15,2.69,0.39,2,0.38,0.99,0.15,1.01,0.17,970,12.2,65.4,1288,4.7,29.8,1.66,23.4,46.06
59.39,0.99,18.68,5.37,0.08,2.17,5.65,4.47,2.86,0.34,23.956,49.2,5.777,22.153,4.358,1.333,3.659,0.499,3.109,0.548,1.545,0.241,1.595,0.258,680.368,17.029,50.956,645.2,2.654,5.841,0.416,4.213,46.65
63.58,0.87,15.87,4.84,0.08,2.66,4.66,3.92,3.22,0.29,32.277,65.8,7.83,34.354,6.756,2.044,5.574,0.781,4.724,0.943,2.22,0.354,2.184,0.378,643.335,26.099,165.465,1349.9,4.443,10.449,0.777,6.793,46.74
74.6,0.19,13.71,1.16,0.07,0.29,0.99,3.96,4.97,0.05,19.4231,41.0847,5.34121,21.4425,4.01325,1.11537,3.37025,0.415142,1.88917,0.358672,1.02832,0.144615,0.852822,0.131724,1007,14,24,705,3.08436,2,0.263008,2.29573,47.57
57.83,1.15,16.61,6.96,0.1,4.13,6.64,3.97,2.28,0.31,36,74,9.2,37,6.9,2.16,5.15,0.71,4,0.72,1.86,0.29,1.8,0.24,864,20,107,843,4.72,19,1.36,5,47.91
75.6,0.18,13.35,0.97,0.05,0.21,0.91,2.92,5.79,0.03,23.0143,44.2268,5.79401,22.9432,3.92675,1.04744,3.03271,0.358641,1.95074,0.348814,0.774099,0.117126,0.780463,0.114372,726,14,59,931,2.93467,8,0.58972,3.73103,48.14
55.17,1.07,17.3,7.33,0.14,5.35,7.98,3.66,1.64,0.35,22.37,47.71,6,24.02,4.91,1.38,4.61,0.664,3.56,0.693,1.97,0.295,1.89,0.279,745.82,19.65,35.05,421.25,3.52,6.93,0.414,5.17,48.29
56.6,0.96,17.39,6.97,0.13,4.71,7.39,3.87,1.65,0.33,24.3,50.61,6.34,25.6,5.07,1.385,4.52,0.62,3.63,0.699,1.97,0.286,1.86,0.276,922.22,20.54,39.48,479.26,3.33,6.04,0.35,8.3,48.29
55.61,1.06,17.27,7.12,0.13,5.18,7.68,3.91,1.69,0.34,23.82,50.17,6.38,26.03,5.12,1.38,4.51,0.64,3.52,0.666,1.9,0.276,1.78,0.267,843.93,19.81,38.62,460.29,3.46,6.91,0.4,5.68,48.35
55.35,1.03,17.5,7.11,0.13,5.07,7.88,3.94,1.64,0.34,26.24,56.5,7.09,28.57,5.77,1.66,5.2,0.738,4.1,0.773,2.15,0.329,2.13,0.317,939.66,22.53,41.56,503.12,3.99,8.02,0.46,5.95,48.35
55.23,1.05,17.29,7.22,0.14,5.47,7.96,3.81,1.49,0.34,22.23,47.26,6.17,25.03,5.01,1.41,4.52,0.65,3.53,0.69,1.91,0.286,1.82,0.279,774.11,19.68,33.49,414.46,3.38,6.48,0.38,5.42,48.4
55.12,0.98,18.39,8,0.13,4.45,7.42,3.6,1.57,0.35,25.665,50.8033,6.64357,27.5082,6.0037,1.63346,5.01186,0.753096,4.30968,0.841747,2.37866,0.347583,2.32512,0.339683,929.258,22.0575,35.5131,471.519,4.39745,6.67078,0.400247,8.81246,48.4
55.85,1.04,17.68,7.37,0.14,4.66,7.6,3.76,1.57,0.32,23.95,50.18,6.36,25.74,5.09,1.428,4.71,0.65,3.78,0.706,1.92,0.295,1.81,0.265,931.06,21.07,35.14,447.69,3.38,6.27,0.36,6.77,48.4
55.15,1.03,17.57,7.34,0.14,5.14,7.96,3.84,1.5,0.33,22.36,47.99,6.16,25.29,5.15,1.48,4.64,0.66,3.78,0.708,2.04,0.303,1.89,0.279,844.84,20.35,34.02,431.11,3.4,6.35,0.35,5.9,48.46
55.4,0.97,17.5,7.29,0.14,5.18,7.82,3.78,1.61,0.3,22.91,48.14,6.05,24.57,4.97,1.405,4.7,0.68,3.87,0.739,2.15,0.327,2.09,0.313,889.36,22.47,36.89,455.93,3.22,5.37,0.31,7.53,48.64
63.78,0.82,16.03,4.65,0.08,2.49,4.64,4.18,3.06,0.28,34.497,64.1,7.981,32.436,6.557,2.103,5.884,0.836,4.532,0.874,2.17,0.364,2.075,0.336,748.212,27.271,145.511,1443.1,4.229,10.69,0.772,7.054,48.68
59.74,0.98,17.71,5.98,0.09,2.53,5.44,4.41,2.79,0.34,24.767,48.3,6.258,25.791,5.94,2.078,5.194,0.664,3.639,0.64,1.645,0.236,1.452,0.224,1467.94,18.805,42.77,1734.4,2.396,6.687,0.522,5.8,48.68
55.53,1.03,17.35,7.09,0.14,5.29,7.81,3.9,1.52,0.34,23.8,50.26,6.42,26.18,5.19,1.437,4.73,0.67,3.77,0.689,2,0.293,1.82,0.277,831.65,20.23,35.03,441.17,3.42,6.81,0.38,5.98,48.7
59.02,0.79,17.54,5.61,0.1,3.99,7.26,3.84,1.63,0.22,26,45,5.6,20.5,3.9,1.2,4.1,0.6,3.2,0.6,1.8,0.3,1.8,0.3,519,18.9,36,511,3.3,9.8,0.5,4.5,49.08
58.42,0.76,17.12,7.17,0.13,3.16,7.18,3.32,2.4,0.34,42.6,78.3,9.2,34.6,6.1,1.7,4.6,0.52,3.1,0.52,1.37,0.2,1.38,0.19,1226,15.9,44.1,1439,3.7,5.2,0.2,11.9,49.29
57.89,0.73,17.76,7.5,0.15,3.27,7.45,3.18,1.78,0.28,27.7,50.6,5.9,23.8,4.6,1.3,3.5,0.54,3.3,0.64,1.78,0.26,1.83,0.26,907,16.5,32.3,1119,2.8,4,0.3,8.4,49.29
57.84,0.77,17.33,7.59,0.14,3.31,7.4,3.16,2.14,0.32,35.6,65,7.5,30.1,5.3,1.4,4.2,0.51,2.9,0.57,1.42,0.21,1.37,0.2,1048,16.3,40.5,1288,3.2,4.5,0.3,10.6,49.29
57.45,0.82,17.54,7.39,0.13,3.36,7.36,3.21,2.4,0.33,50.1,85.9,10.2,41.5,7.2,1.8,5.7,0.66,3.8,0.72,1.86,0.25,1.48,0.24,1298,16.6,42.9,1465,4.8,5.4,0.4,14.6,49.29
57.67,0.78,17.35,7.73,0.14,3.4,7.52,3.2,1.91,0.29,30.7,56.2,6.6,26.4,4.9,1.4,4.1,0.47,3,0.57,1.58,0.22,1.34,0.2,983,16.7,34.2,1170,2.9,4.2,0.2,9.1,49.29
57.6,0.78,17.32,7.82,0.15,3.48,7.5,3.11,1.92,0.3,30.2,56.3,6.6,26,4.4,1.3,4,0.5,3,0.56,1.55,0.22,1.35,0.22,951,17,35.3,1136,2.9,4.3,0.2,9.3,49.29
57.34,0.67,18.43,7.88,0.15,3.5,7.76,3.08,0.96,0.22,13.7,25.8,3.3,13.4,2.9,0.8,2.7,0.37,2.5,0.48,1.41,0.19,1.3,0.2,700,15.5,14.2,648,1.8,3.1,0.1,4.1,49.29
56.99,0.77,17.51,8.1,0.16,3.58,7.81,3.1,1.7,0.27,24.2,44.6,5.3,20.9,4.1,1.3,3.2,0.43,2.9,0.57,1.67,0.21,1.29,0.24,904,18.3,30.9,1019,2.6,4,0.2,7.4,49.29
56.74,0.77,17.64,8.14,0.15,3.62,7.79,2.99,1.88,0.28,43.9,72.5,8.3,32.8,5.7,1.5,4.2,0.58,3.7,0.71,1.98,0.31,1.94,0.3,1135,18.5,29.8,1412,3.2,4.1,0.3,15.2,49.29
58.25,0.96,15.91,5.97,0.12,4.47,6.34,4.57,2.85,0.57,59,108,13.1,45.6,7.1,1.9,6.6,0.8,4.3,0.8,2.3,0.3,2.2,0.4,1015,23,44.8,991,3.9,22.2,1.1,6.6,49.4
60.81,0.9,16.9,5.37,0.08,2.78,5.72,3.98,3.15,0.32,20.7129,43.5849,4.84404,17.582,3.19245,0.836604,2.78967,0.396205,2.43643,0.498069,1.4771,0.218057,1.53435,0.246482,429,19,101,895,4.95306,13,0.822011,9.41343,49.41
57.14,1.04,17.38,6.35,0.11,3.85,7.25,4.21,2.16,0.51,50,90,11.3,40.3,6.7,1.8,6.3,0.8,4.4,0.8,2.3,0.4,2.2,0.4,882,24,43.9,832,4.1,20.3,1,6,49.54
57.63,1.02,17.17,6.65,0.1,4.35,6.66,4.07,2.05,0.29,40,83,9.7,39,7.6,1.9,6.18,0.95,5.46,1.17,3.04,0.46,3.1,0.5,700,34,100,777,5.55,14,0.99,9.5,50.37
60.48,1.11,16.42,6.05,0.08,3.21,5.42,3.95,2.93,0.35,24.8565,50.4,5.9033,22.0932,4.08018,1.02226,3.61718,0.497338,3.00228,0.588645,1.71559,0.246177,1.70912,0.264666,554,20,70,807,3.89951,9,0.832494,6.98535,50.43
75.76,0.1,14.13,0.93,0.06,0.15,1.29,4.42,3.1,0.05,22.65,38.56,3.99,13.97,2.42,0.56,1.88,0.27,1.46,0.27,0.7,0.11,0.7,0.11,229,8.48,74.2,969,2.67,7.3,0.84,9.53,50.6
75.84,0.11,14.03,1.03,0.06,0.21,1.26,4.26,3.12,0.07,22.33,38.39,4.04,14.41,2.63,0.54,1.91,0.27,1.53,0.28,0.74,0.11,0.72,0.12,206,8.42,79.6,974,2.82,7.35,0.69,8.55,50.6
75.74,0.12,14.07,1,0.07,0.22,1.33,4.32,3.05,0.07,22.76,39.38,4.16,14.72,2.67,0.56,1.98,0.29,1.56,0.29,0.79,0.12,0.76,0.12,215,8.7,74.9,983,2.99,7.28,0.67,8.44,50.6
74.19,0.24,14.23,1.25,0.04,0.24,1.25,3.99,4.53,0.04,33.24,56.31,5.73,19.37,3.34,0.66,2.57,0.39,2.24,0.43,1.18,0.19,1.23,0.2,223,13.32,174.6,1056,5.38,11.8,1.36,23.56,50.6
75.35,0.13,14.2,1.11,0.07,0.24,1.39,4.41,3.02,0.06,20.37,35.37,3.78,13.49,2.52,0.54,1.88,0.27,1.53,0.29,0.77,0.12,0.76,0.12,233,8.59,71.8,920,2.96,6.94,0.65,8.03,50.6
74.62,0.24,14.06,1.34,0.05,0.28,1.2,3.46,4.71,0.04,23.3,43.52,4.58,15.89,3,0.54,2.22,0.35,2.02,0.4,1.11,0.18,1.14,0.19,182,10.58,163.1,1052,5.43,11.86,1.73,19.44,50.6
74.48,0.25,14.17,1.29,0.05,0.28,1.24,3.51,4.69,0.04,17.75,33.3,3.95,16.21,3.74,1.14,3.31,0.49,2.67,0.5,1.26,0.18,1.08,0.17,569,13.84,36.9,667,3.29,5.61,0.38,4.8,50.6
74.39,0.23,14.09,1.21,0.04,0.28,1.22,3.87,4.6,0.06,31.56,54.07,5.54,19.36,3.44,0.64,2.55,0.4,2.35,0.45,1.28,0.2,1.31,0.21,202,13.54,172.8,1014,5.5,11.58,1.19,22.41,50.6
73.76,0.25,14.44,1.33,0.05,0.31,1.24,3.95,4.62,0.05,32.68,55.35,5.77,19.86,3.65,0.67,2.68,0.41,2.31,0.46,1.25,0.2,1.27,0.21,213,13.7,175.9,1075,5.55,12.2,1.26,23.02,50.6
74.34,0.24,14.05,1.27,0.05,0.31,1.17,4,4.53,0.04,32.75,55.94,5.71,19.65,3.62,0.66,2.64,0.41,2.37,0.45,1.25,0.19,1.29,0.21,204,13.28,175.4,1037,5.38,11.59,1.2,22.37,50.6
76.03,0.23,13.61,1.21,0.04,0.31,1.12,3.16,4.22,0.06,31.43,53.57,5.56,18.91,3.46,0.65,2.58,0.4,2.22,0.44,1.21,0.19,1.23,0.2,188,12.78,153.8,962,5.43,11.31,1.17,21.47,50.6
74.21,0.16,15.07,1.06,0.06,0.31,1.56,4.65,2.84,0.07,22.03,37.64,4.08,14.53,2.68,0.6,1.99,0.29,1.56,0.3,0.79,0.12,0.79,0.13,268,9.03,69.2,1015,3.33,7.34,0.65,8.32,50.6
74.37,0.16,14.98,1.06,0.06,0.31,1.55,4.62,2.82,0.07,22.03,37.64,4.08,14.53,2.68,0.6,1.99,0.29,1.56,0.3,0.79,0.12,0.79,0.13,268,9.03,69.2,1015,3.33,7.34,0.65,8.32,50.6
74.31,0.24,14.26,1.29,0.05,0.32,1.22,3.47,4.77,0.06,32.98,56.74,5.83,20.15,3.63,0.69,2.67,0.41,2.36,0.45,1.28,0.2,1.3,0.21,204,13.52,173.8,1058,5.67,11.83,1.22,22.47,50.6
73.4,0.27,15.24,1.39,0.05,0.35,1.27,3.52,4.46,0.06,20.32,38.66,4.26,15.15,2.92,0.54,2.18,0.33,1.96,0.39,1.08,0.17,1.12,0.19,187,10.24,167.2,1056,5.83,12.79,1.49,19.37,50.6
73.51,0.19,15.13,1.25,0.07,0.35,1.83,4.74,2.84,0.08,22.03,38.29,4.04,14.56,2.5,0.67,2.02,0.3,1.65,0.31,0.84,0.13,0.86,0.15,321,9.61,69,961,3.6,6.95,0.57,8.28,50.6
74.57,0.16,14.61,1.46,0.06,0.42,1.53,4.09,3.04,0.06,21.3,36.91,3.85,13.59,2.53,0.55,1.94,0.27,1.5,0.28,0.71,0.11,0.72,0.11,248,8.33,71.4,954,2.77,7.96,0.77,8.32,50.6
72.76,0.21,15.32,1.6,0.08,0.43,2.04,4.69,2.78,0.09,20.8,36.98,3.9,14.14,2.62,0.64,1.97,0.3,1.66,0.32,0.85,0.13,0.87,0.15,338,10,67.9,896,3.33,6.74,0.55,7.6,50.6
71.79,0.26,15.77,1.98,0.08,0.76,2.33,4.29,2.63,0.1,21,37.68,4.01,14.68,2.75,0.69,2.18,0.31,1.75,0.34,0.92,0.14,0.92,0.15,346,10.03,65.6,938,3.61,6.81,0.58,7.38,50.6
63.35,0.52,17.6,5.09,0.11,1.83,5.35,4.2,1.71,0.24,15.96,30.24,3.66,15.11,3.54,1.03,3.15,0.48,2.86,0.55,1.46,0.21,1.35,0.23,478,15.15,41.2,681,3.54,5.09,0.5,4.15,50.6
60.61,0.69,19.12,5.12,0.09,1.83,6.14,4.4,1.76,0.23,17.41,33.33,3.96,16.41,3.73,1.07,3.31,0.5,2.86,0.55,1.47,0.21,1.29,0.21,602,15.65,41.5,670,3.35,5.46,0.37,5.06,50.6
60.56,0.7,19.23,4.98,0.09,1.87,6.28,4.26,1.79,0.23,18.82,35.3,4.18,17.58,4.01,1.17,3.43,0.53,3.03,0.59,1.55,0.22,1.34,0.21,636,15.59,44.2,723,3.52,5.65,0.4,5.17,50.6
60.16,0.72,19.25,5.05,0.09,1.92,6.41,4.4,1.77,0.23,18.22,34.99,4.17,17.31,3.98,1.13,3.46,0.52,2.96,0.56,1.46,0.2,1.28,0.2,652,16.03,43.9,706,3.35,5.81,0.39,5.04,50.6
61.56,0.7,18.34,4.85,0.08,2.02,5.97,4.48,1.75,0.23,18.01,34.19,4.15,17.36,3.97,1.17,3.48,0.52,2.91,0.56,1.47,0.2,1.28,0.2,620,15.12,40.6,688,3.57,5.88,0.4,4.38,50.6
61.57,0.72,18.75,4.44,0.08,2.12,6.06,4.34,1.7,0.22,17.32,33.3,4,16.75,3.88,1.13,3.4,0.51,2.89,0.54,1.39,0.19,1.2,0.19,634.64,14.63,38.84,659.6,3.47,5.74,0.39,4.36,50.6
62.48,0.66,17.89,4.96,0.09,2.23,5.46,4.34,1.66,0.24,16.44,31.73,3.87,16.29,3.71,1.1,3.3,0.46,2.5,0.46,1.22,0.17,1.04,0.16,576,12.62,38.3,644,3.48,5.98,0.44,3.99,50.6
60.58,0.77,18.36,5.45,0.09,2.27,6.27,4.48,1.48,0.24,17.6,32.95,3.93,16.46,3.78,1.11,3.28,0.49,2.73,0.51,1.3,0.18,1.1,0.17,569,13.58,41.2,693,3.37,5.46,0.4,4.87,50.6
61.45,0.78,18.54,5.19,0.09,2.3,5.46,4.14,1.77,0.26,20.5,38.17,4.56,18.32,4.15,1.11,3.46,0.5,2.82,0.53,1.38,0.19,1.22,0.19,619,14.07,47.3,757,3.61,6.25,0.43,5.9,50.6
61.78,0.68,17.8,5.31,0.09,2.33,5.99,4.36,1.45,0.21,14.62,28.18,3.47,14.76,3.59,1.06,3.17,0.49,2.68,0.51,1.27,0.19,1.11,0.18,554,13.53,30.7,604,3.14,5.06,0.91,3.12,50.6
61.77,0.69,17.97,5.27,0.09,2.4,6.03,4.16,1.41,0.21,14.33,29.32,3.46,14.68,3.59,1.01,3.25,0.48,2.77,0.5,1.31,0.18,1.14,0.18,505,13.49,30,585,3.23,5.13,0.82,3.22,50.6
60.95,0.74,19.27,5.03,0.09,2.43,5.45,4.16,1.63,0.25,20.49,37.45,4.56,18.29,4.2,1.04,3.3,0.5,2.54,0.57,1.38,0.19,1.22,0.17,643,14.43,45.2,734,3.61,5.93,0.43,6.01,50.6
61.45,0.67,18.06,5.27,0.09,2.41,5.96,4.47,1.41,0.21,14.98,31.6,3.62,15.23,3.7,1.03,3.26,0.49,2.69,0.51,1.31,0.19,1.15,0.18,561,14.24,30,611,3.22,4.96,0.33,3.3,50.6
60.95,0.69,18.54,5.37,0.09,2.48,6.05,4.18,1.42,0.22,14.93,28.49,3.54,15.08,3.59,0.99,3.23,0.48,2.69,0.5,1.28,0.18,1.14,0.18,567,13.73,30,579,3.3,5.13,0.35,3.48,50.6
60.69,0.7,18.36,5.5,0.09,2.46,6.2,4.31,1.47,0.23,15.06,28.86,3.54,15.12,3.47,1.07,3.14,0.46,2.59,0.5,1.32,0.19,1.13,0.18,609,13.39,32.9,578,3.09,4.4,0.31,3.51,50.6
59.5,0.73,18.39,6.15,0.1,2.73,6.56,3.98,1.66,0.2,16,29.75,3.54,14.97,3.5,1.03,3.16,0.48,2.69,0.52,1.43,0.2,1.19,0.19,604,14.28,42.6,667,3.17,4.73,0.33,4.69,50.6
59.55,0.73,18.67,5.56,0.1,2.75,6.68,4.14,1.63,0.19,15.48,29.66,3.55,14.78,3.38,1.04,3.1,0.47,2.65,0.52,1.35,0.19,1.18,0.19,620,14.86,41,659,3.02,4.82,0.32,4.67,50.6
60.12,0.71,17.88,6.36,0.11,2.78,6.2,4.19,1.45,0.2,14.16,27.43,3.4,14.56,3.57,1.03,3.29,0.49,2.79,0.53,1.41,0.2,1.27,0.2,551,14.49,32.7,592,3.15,4.87,0.35,3.29,50.6
59.72,0.76,18.18,5.91,0.1,2.76,6.51,4.28,1.56,0.22,16.09,30.74,3.75,15.86,3.79,1.12,3.4,0.51,2.81,0.54,1.4,0.2,1.2,0.19,593,14.29,35,607,3.21,5.16,0.35,3.79,50.6
60.48,0.71,17.84,6.21,0.1,2.8,6.15,4.04,1.47,0.2,14.02,27.06,3.34,14.36,3.47,1.02,3.22,0.49,2.8,0.54,1.42,0.2,1.24,0.2,547,14.45,33.8,582,3.15,4.87,0.35,3.43,50.6
59.81,0.76,18.09,5.87,0.09,2.82,6.5,4.31,1.53,0.21,16.28,31.14,3.86,16.28,3.83,1.17,3.42,0.51,2.86,0.56,1.46,0.2,1.21,0.2,603,14.56,35.2,623,3.24,5.2,0.35,3.83,50.6
61.14,0.66,17.76,5.56,0.1,2.84,6,4.26,1.49,0.19,14.31,27.77,3.45,14.95,3.61,1.09,3.25,0.49,2.73,0.52,1.31,0.19,1.14,0.18,594,13.65,34.2,589,3.21,4.94,0.39,3.74,50.6
59.97,0.77,17.91,5.88,0.1,2.91,6.48,4.23,1.53,0.22,15.89,30.4,3.73,15.92,3.79,1.13,3.39,0.5,2.91,0.56,1.46,0.2,1.23,0.19,586,14.81,35.4,604,3.19,5.18,0.35,3.83,50.6
59.18,0.8,18.17,6.19,0.11,3.14,6.42,4.18,1.6,0.21,17.72,33.52,3.98,16.78,3.89,1.16,3.43,0.51,2.96,0.56,1.43,0.21,1.26,0.2,615,15.61,37.5,658,3.38,5.62,0.38,4.53,50.6
59.19,0.7,18.07,6.27,0.12,3.24,6.63,4.17,1.39,0.22,12.99,24.72,3.09,13.36,3.23,1.03,2.97,0.45,2.56,0.5,1.28,0.19,1.15,0.19,550,14.38,28,508,2.71,4.44,0.29,2.87,50.6
60.62,0.76,17.23,5.85,0.1,3.28,6.23,4.14,1.58,0.21,16.88,32.4,4.01,17.14,3.97,1.19,3.49,0.49,2.68,0.49,1.24,0.17,1.05,0.16,663,13.94,29.5,647,3.32,5.9,0.39,3.31,50.6
58.95,0.7,17.94,6.71,0.12,3.28,6.66,4.04,1.38,0.22,14.09,27.29,3.36,14.5,3.54,1.08,3.14,0.49,2.83,0.55,1.43,0.2,1.28,0.2,578,14.65,29,545,2.92,4.59,0.32,3.11,50.6
57.57,0.82,18.36,7.15,0.11,3.32,6.92,4.06,1.48,0.2,15.17,29.17,3.52,15.14,3.57,1.08,3.31,0.5,2.83,0.54,1.41,0.2,1.24,0.2,610,15.9,36.1,599,3,4.96,0.32,4.07,50.6
59.14,0.76,17.68,6.7,0.11,3.37,6.64,4.02,1.36,0.21,14.37,27.91,3.48,14.85,3.67,1.06,3.29,0.5,2.88,0.53,1.36,0.2,1.2,0.19,522,14.41,31,569,3.09,5.27,1.11,3.08,50.6
60.05,0.69,17.58,6.03,0.1,3.4,6.4,4.03,1.53,0.18,30.39,53.21,6.11,23.1,4.76,1.09,3.96,0.59,3.4,0.67,1.83,0.26,1.66,0.27,401,18.96,95.4,932,5.42,9.35,0.77,13.32,50.6
57.62,0.83,18.25,7.11,0.11,3.44,6.93,4.02,1.48,0.21,15.94,30.54,3.76,15.76,3.76,1.12,3.36,0.52,2.99,0.57,1.49,0.21,1.32,0.21,556,15.22,35.6,615,3.09,4.96,0.41,4.12,50.6
57.16,0.85,18.58,7.38,0.11,3.47,7.1,3.94,1.23,0.19,14.58,27.88,3.43,14.82,3.59,1.09,3.19,0.49,2.87,0.55,1.44,0.2,1.24,0.19,612,14.8,28.6,539,2.84,4.48,0.3,3.19,50.6
57.16,0.85,18.58,7.38,0.11,3.47,7.1,3.94,1.23,0.19,12.72,25.11,3.17,13.81,3.5,1.07,3.32,0.51,3,0.6,1.59,0.22,1.35,0.21,569,15.67,27.2,486,2.87,4.32,0.29,2.87,50.6
57.47,0.83,18.15,7.27,0.12,3.47,6.99,4.04,1.46,0.21,15.58,29.81,3.63,15.38,3.73,1.1,3.31,0.51,2.99,0.57,1.46,0.21,1.27,0.2,610,15.1,35.7,608,3.02,4.78,0.33,3.98,50.6
57.47,0.83,18.16,7.23,0.12,3.53,7.1,3.92,1.44,0.2,15.63,29.42,3.54,15.33,3.68,1.13,3.33,0.51,2.9,0.57,1.49,0.21,1.3,0.2,617,15.43,35.6,588,3,4.82,0.32,4.06,50.6
57.47,0.83,18.16,7.23,0.12,3.53,7.1,3.92,1.44,0.2,14.68,28.57,3.57,15.42,3.72,1.12,3.51,0.54,3.07,0.62,1.63,0.24,1.5,0.23,520,16.65,35.2,602,3.29,4.84,0.34,3.58,50.6
57.25,0.83,18.44,7.07,0.12,3.55,7.17,4.04,1.32,0.21,15.35,29.38,3.64,15.54,3.83,1.17,3.47,0.53,3.05,0.59,1.47,0.22,1.33,0.2,656,15.67,30.2,571,3.06,4.77,0.32,3.41,50.6
59.71,0.73,17.45,5.99,0.11,3.6,6.65,4.12,1.44,0.19,14.14,27.41,3.33,14.21,3.42,1.05,3.16,0.48,2.83,0.55,1.47,0.21,1.3,0.21,567,14.8,33.7,589,3.41,4.78,0.34,3.74,50.6
57.67,0.82,18.11,6.84,0.12,3.6,7.12,4.22,1.29,0.21,14.6,28.07,3.48,14.82,3.6,1.11,3.29,0.51,2.86,0.56,1.45,0.2,1.25,0.2,633,15.06,28.8,536,2.88,4.61,0.3,3.26,50.6
59.03,0.85,17.33,6.66,0.1,3.65,6.63,4.15,1.35,0.24,16.44,31.6,3.91,16.89,3.97,1.21,3.47,0.47,2.53,0.47,1.18,0.16,0.94,0.14,656,12.43,27.4,610,3.11,5.54,0.35,3.11,50.6
56.96,0.92,18.06,7.14,0.11,3.72,7.24,4.14,1.43,0.27,18.83,36.08,4.4,18.85,4.29,1.27,3.64,0.52,2.89,0.53,1.32,0.19,1.11,0.18,677,14.26,28.3,621,3.22,6.12,0.48,3.55,50.6
57.76,0.8,17.64,7.23,0.12,3.75,7.04,4.03,1.39,0.22,16.09,31.01,3.73,15.84,3.72,1.14,3.43,0.51,3,0.57,1.46,0.21,1.26,0.2,614,15.42,31.5,577,3.04,5.14,0.33,3.76,50.6
60.54,0.75,16.77,5.6,0.09,3.8,6.15,4.22,1.85,0.23,19.64,36.09,4.31,17.3,3.79,1.13,3.19,0.47,2.57,0.47,1.27,0.18,1.03,0.16,653,13.28,50.1,759,3.32,6.1,0.41,5.72,50.6
57.04,0.9,18.05,7.17,0.12,3.89,7.16,4.05,1.37,0.26,17.29,33.51,4.1,17.6,4.11,1.22,3.55,0.51,2.92,0.55,1.41,0.19,1.14,0.18,695,14.31,27.2,583,3.07,5.55,0.35,3.37,50.6
